image_id,target_ar,decision_type,selected_k,delta_improve_vs_baseline,teacher_backend,teacher_confidence,validator_note,baseline_used_candidate_id
sstk_image_1490644682,3:4,crop,4,0.0,qwen25_vl,0.7819020000000001,,3x4_g12x12_steach_cgs_jit0_12_i0005
sstk_image_1490644682,4:3,crop,2,0.0,qwen25_vl,1.0,,4x3_g12x12_s2_i0022
sstk_image_2163263543,1:1,crop,5,0.0,qwen25_vl,0.5,,1x1_g12x12_smaxc_i0001
sstk_image_2163263543,9:16,crop,5,0.0,qwen25_vl,0.5,,9x16_g12x12_smaxc_i0001
sstk_image_2163263543,16:9,keep_full,5,0.0,qwen25_vl,1.0,,16x9_g12x12_smaxc_i0001
sstk_image_2163263543,3:4,crop,5,0.0,qwen25_vl,0.519564,,3x4_g12x12_smaxc_i0001
sstk_image_2163263543,4:3,crop,5,0.0,qwen25_vl,1.0,,4x3_g12x12_steach_cacnet_proj0_i0001
sstk_image_2146937865,1:1,keep_full,5,0.0,qwen25_vl,1.0,,1x1_g12x12_smaxc_i0001
sstk_image_2146937865,9:16,keep_full,5,0.0,qwen25_vl,0.5,,9x16_g12x12_smaxc_i0001
sstk_image_2146937865,16:9,keep_full,5,0.0,qwen25_vl,0.5,,16x9_g12x12_smaxc_i0001
sstk_image_2146937865,3:4,keep_full,5,0.0,qwen25_vl,0.5,,3x4_g12x12_smaxc_i0001
sstk_image_2146937865,4:3,keep_full,5,0.0,qwen25_vl,0.565111,,4x3_g12x12_smaxc_i0001
bigstock_image_218991439,1:1,keep_full,5,0.0,qwen25_vl,0.5,,1x1_g12x12_smaxc_i0001
bigstock_image_218991439,9:16,crop,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smaxc_i0001
bigstock_image_218991439,16:9,keep_full,5,0.0,qwen25_vl,0.5,,16x9_g12x12_smaxc_i0001
bigstock_image_218991439,3:4,crop,5,0.0,qwen25_vl,1.0,,3x4_g12x12_smaxc_i0001
bigstock_image_218991439,4:3,keep_full,5,0.0,qwen25_vl,0.54711,,4x3_g12x12_smaxc_i0001
sstk_image_218378287,1:1,keep_full,5,0.0,qwen25_vl,1.0,,1x1_g12x12_smaxc_i0001
sstk_image_218378287,9:16,keep_full,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smaxc_i0001
sstk_image_218378287,16:9,keep_full,5,0.0,qwen25_vl,1.0,,16x9_g12x12_smy1_i0003
sstk_image_218378287,3:4,keep_full,1,0.0,qwen25_vl,0.5,,3x4_g12x12_smx2_i0003
sstk_image_218378287,4:3,keep_full,5,0.0,qwen25_vl,0.8300780000000001,,4x3_g12x12_smaxc_i0001
sstk_image_229661359,1:1,keep_full,2,0.0,qwen25_vl,1.0,,1x1_g12x12_smx0_i0002
sstk_image_229661359,9:16,crop,2,0.0,qwen25_vl,1.0,,9x16_g12x12_smx1_i0003
sstk_image_229661359,16:9,crop,2,0.0,qwen25_vl,1.0,,16x9_g12x12_steach_gaic_jit0_13_i0007
sstk_image_229661359,3:4,keep_full,1,0.0,qwen25_vl,0.5,,3x4_g12x12_smx0_i0002
sstk_image_229661359,4:3,keep_full,5,0.0,qwen25_vl,1.0,,4x3_g12x12_smx0_i0002
pond5_image_43254310,1:1,crop,5,0.0,qwen25_vl,1.0,,1x1_g12x12_smaxc_i0001
pond5_image_43254310,9:16,keep_full,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smx1_i0003
pond5_image_43254310,16:9,keep_full,5,0.0,qwen25_vl,1.0,,16x9_g12x12_smaxc_i0001
pond5_image_43254310,3:4,keep_full,3,0.0,qwen25_vl,1.0,,3x4_g12x12_smx1_i0003
pond5_image_43254310,4:3,crop,5,0.0,qwen25_vl,0.772232,,4x3_g12x12_smaxc_i0001
sstk_image_532880902,1:1,keep_full,5,0.0,qwen25_vl,0.5,,1x1_g12x12_smaxc_i0001
sstk_image_532880902,9:16,keep_full,5,0.0,qwen25_vl,0.5,,9x16_g12x12_smaxc_i0001
sstk_image_532880902,16:9,keep_full,5,0.0,qwen25_vl,1.0,,16x9_g12x12_smaxc_i0001
sstk_image_532880902,3:4,keep_full,5,0.0,qwen25_vl,0.5,,3x4_g12x12_smaxc_i0001
sstk_image_532880902,4:3,keep_full,5,0.0,qwen25_vl,0.5,,4x3_g12x12_smaxc_i0001
pond5_image_133794802,1:1,crop,5,0.0,qwen25_vl,1.0,,1x1_g12x12_smaxc_i0001
pond5_image_133794802,9:16,keep_full,5,0.0,qwen25_vl,0.5,,9x16_g12x12_smaxc_i0001
pond5_image_133794802,16:9,keep_full,5,0.0,qwen25_vl,0.5,,16x9_g12x12_smaxc_i0001
pond5_image_133794802,3:4,crop,5,0.0,qwen25_vl,1.0,,3x4_g12x12_smaxc_i0001
pond5_image_133794802,4:3,crop,5,0.0,qwen25_vl,1.0,,4x3_g12x12_smaxc_i0001
sstk_image_2167996463,1:1,crop,5,0.0,qwen25_vl,1.0,,1x1_g12x12_smaxc_i0001
sstk_image_2167996463,9:16,crop,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smaxc_i0001
sstk_image_2167996463,16:9,keep_full,5,0.0,qwen25_vl,0.5308189999999999,,16x9_g12x12_smaxc_i0001
sstk_image_2167996463,3:4,crop,5,0.0,qwen25_vl,1.0,,3x4_g12x12_smaxc_i0001
sstk_image_2167996463,4:3,keep_full,5,0.0,qwen25_vl,0.516904,,4x3_g12x12_smaxc_i0001
sstk_image_2259178655,1:1,crop,5,0.0,qwen25_vl,0.5,,1x1_g12x12_smx1_i0002
sstk_image_2259178655,9:16,crop,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smx1_i0003
sstk_image_2259178655,16:9,keep_full,2,0.0,qwen25_vl,0.5,,16x9_g12x12_smy0_i0002
sstk_image_2259178655,3:4,crop,5,0.0,qwen25_vl,1.0,,3x4_g12x12_smx1_i0003
sstk_image_2259178655,4:3,keep_full,3,0.0,qwen25_vl,0.5,,4x3_g12x12_smy0_i0002
bigstock_image_327086644,1:1,keep_full,5,0.0,qwen25_vl,0.50483,,1x1_g12x12_smx0_i0002
bigstock_image_327086644,9:16,keep_full,4,0.0,qwen25_vl,0.530565,,9x16_g12x12_smx1_i0003
bigstock_image_327086644,16:9,keep_full,5,0.0,qwen25_vl,0.5031000000000001,,16x9_g12x12_smaxc_i0001
bigstock_image_327086644,3:4,keep_full,5,0.0,qwen25_vl,0.533258,,3x4_g12x12_smx1_i0003
bigstock_image_327086644,4:3,crop,5,0.0,qwen25_vl,0.5,,4x3_g12x12_steach_cgs_proj0_i0003
pond5_image_102938669,1:1,keep_full,5,0.0,qwen25_vl,1.0,,1x1_g12x12_smaxc_i0001
pond5_image_102938669,9:16,keep_full,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smaxc_i0001
pond5_image_102938669,16:9,keep_full,5,0.0,qwen25_vl,0.8411680000000001,,16x9_g12x12_smaxc_i0001
pond5_image_102938669,3:4,keep_full,5,0.0,qwen25_vl,1.0,,3x4_g12x12_smaxc_i0001
pond5_image_102938669,4:3,keep_full,5,0.0,qwen25_vl,1.0,,4x3_g12x12_smaxc_i0001
pond5_image_231369019,1:1,keep_full,5,0.0,qwen25_vl,1.0,,1x1_g12x12_smaxc_i0001
pond5_image_231369019,9:16,keep_full,5,0.0,qwen25_vl,0.5,,9x16_g12x12_smaxc_i0001
pond5_image_231369019,16:9,keep_full,5,0.0,qwen25_vl,1.0,,16x9_g12x12_smaxc_i0001
pond5_image_231369019,3:4,crop,5,0.0,qwen25_vl,1.0,,3x4_g12x12_smaxc_i0001
pond5_image_231369019,4:3,keep_full,5,0.0,qwen25_vl,1.0,,4x3_g12x12_smaxc_i0001
pond5_image_147131777,1:1,keep_full,5,0.0,qwen25_vl,1.0,,1x1_g12x12_smaxc_i0001
pond5_image_147131777,9:16,keep_full,5,0.0,qwen25_vl,0.5,,9x16_g12x12_smaxc_i0001
pond5_image_147131777,16:9,keep_full,5,0.0,qwen25_vl,0.518046,,16x9_g12x12_smaxc_i0001
pond5_image_147131777,3:4,keep_full,5,0.0,qwen25_vl,0.5,,3x4_g12x12_smaxc_i0001
pond5_image_147131777,4:3,keep_full,5,0.0,qwen25_vl,1.0,,4x3_g12x12_smaxc_i0001
sstk_image_271793009,1:1,keep_full,5,0.0,qwen25_vl,1.0,,1x1_g12x12_smaxc_i0001
sstk_image_271793009,9:16,crop,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smaxc_i0001
sstk_image_271793009,16:9,keep_full,1,0.0,qwen25_vl,0.5,,16x9_g12x12_smy0_i0002
sstk_image_271793009,3:4,crop,5,0.0,qwen25_vl,1.0,,3x4_g12x12_smaxc_i0001
sstk_image_271793009,4:3,keep_full,5,0.0,qwen25_vl,1.0,,4x3_g12x12_smx2_i0003
sstk_image_2152376709,1:1,crop,5,0.0,qwen25_vl,0.5,,1x1_g12x12_s4_i0034
sstk_image_2152376709,9:16,keep_full,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smaxc_i0001
sstk_image_2152376709,16:9,crop,3,0.0,qwen25_vl,1.0,,16x9_g12x12_s0_i0026
sstk_image_2152376709,3:4,keep_full,3,0.0,qwen25_vl,1.0,,3x4_g12x12_smy1_i0003
sstk_image_2152376709,4:3,crop,1,0.0,qwen25_vl,0.5,,4x3_g12x12_s2_i0021
bigstock_image_345651274,1:1,keep_full,5,0.0,qwen25_vl,0.5000800000000001,,1x1_g12x12_smaxc_i0001
bigstock_image_345651274,9:16,keep_full,5,0.0,qwen25_vl,0.5,,9x16_g12x12_smaxc_i0001
bigstock_image_345651274,16:9,crop,5,0.0,qwen25_vl,1.0,,16x9_g12x12_s5_i0056
bigstock_image_345651274,3:4,keep_full,5,0.0,qwen25_vl,1.0,,3x4_g12x12_smaxc_i0001
bigstock_image_345651274,4:3,keep_full,5,0.0,qwen25_vl,0.5,,4x3_g12x12_smaxc_i0001
sstk_image_1689383674,1:1,keep_full,5,0.0,qwen25_vl,0.5,,1x1_g12x12_smaxc_i0001
sstk_image_1689383674,9:16,keep_full,5,0.0,qwen25_vl,0.5,,9x16_g12x12_smaxc_i0001
sstk_image_1689383674,16:9,keep_full,5,0.0,qwen25_vl,0.5132999999999999,,16x9_g12x12_smaxc_i0001
sstk_image_1689383674,3:4,crop,5,0.0,qwen25_vl,1.0,,3x4_g12x12_smaxc_i0001
sstk_image_1689383674,4:3,keep_full,5,0.0,qwen25_vl,0.5297209999999999,,4x3_g12x12_smaxc_i0001
bigstock_image_440504006,1:1,crop,5,0.0,qwen25_vl,1.0,,1x1_g12x12_smaxc_i0001
bigstock_image_440504006,9:16,crop,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smx1_i0003
bigstock_image_440504006,16:9,keep_full,1,0.0,qwen25_vl,0.5,,16x9_g12x12_steach_cgs_jit0_22_i0006
bigstock_image_440504006,3:4,keep_full,5,0.0,qwen25_vl,0.5,,3x4_g12x12_smaxc_i0001
bigstock_image_440504006,4:3,keep_full,5,0.0,qwen25_vl,0.5,,4x3_g12x12_smaxc_i0001
sstk_image_440068195,1:1,crop,5,0.0,qwen25_vl,1.0,,1x1_g12x12_smaxc_i0001
sstk_image_440068195,9:16,keep_full,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smaxc_i0001
sstk_image_440068195,16:9,keep_full,5,0.0,qwen25_vl,0.8324799999999999,,16x9_g12x12_smaxc_i0001
sstk_image_440068195,3:4,keep_full,5,0.0,qwen25_vl,1.0,,3x4_g12x12_smaxc_i0001
sstk_image_440068195,4:3,keep_full,5,0.0,qwen25_vl,1.0,,4x3_g12x12_smaxc_i0001
bigstock_image_471498239,1:1,crop,5,0.0,qwen25_vl,1.0,,1x1_g12x12_smaxc_i0001
bigstock_image_471498239,9:16,crop,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smaxc_i0001
bigstock_image_471498239,16:9,crop,5,0.0,qwen25_vl,1.0,,16x9_g12x12_smaxc_i0001
bigstock_image_471498239,3:4,crop,5,0.0,qwen25_vl,1.0,,3x4_g12x12_smaxc_i0001
bigstock_image_471498239,4:3,crop,5,0.0,qwen25_vl,1.0,,4x3_g12x12_smaxc_i0001
bigstock_image_465688923,1:1,keep_full,5,0.0,qwen25_vl,0.5,,1x1_g12x12_smaxc_i0001
bigstock_image_465688923,9:16,keep_full,5,0.0,qwen25_vl,0.5,,9x16_g12x12_smaxc_i0001
bigstock_image_465688923,16:9,crop,5,0.0,qwen25_vl,0.5,,16x9_g12x12_steach_cgs_proj0_i0001
bigstock_image_465688923,3:4,keep_full,5,0.0,qwen25_vl,0.5,,3x4_g12x12_smaxc_i0001
bigstock_image_465688923,4:3,keep_full,5,0.0,qwen25_vl,0.5109560000000002,,4x3_g12x12_smaxc_i0001
bigstock_image_283085449,1:1,keep_full,5,0.0,qwen25_vl,0.620559,,1x1_g12x12_smx0_i0002
bigstock_image_283085449,9:16,keep_full,5,0.0,qwen25_vl,0.58841,,9x16_g12x12_smx1_i0003
bigstock_image_283085449,16:9,keep_full,5,0.0,qwen25_vl,0.575335,,16x9_g12x12_smaxc_i0001
bigstock_image_283085449,3:4,keep_full,5,0.0,qwen25_vl,1.0,,3x4_g12x12_smx0_i0002
bigstock_image_283085449,4:3,keep_full,5,0.0,qwen25_vl,1.0,,4x3_g12x12_smaxc_i0001
pond5_image_120626498,1:1,keep_full,5,0.0,qwen25_vl,1.0,,1x1_g12x12_smaxc_i0001
pond5_image_120626498,9:16,keep_full,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smaxc_i0001
pond5_image_120626498,16:9,keep_full,5,0.0,qwen25_vl,1.0,,16x9_g12x12_smaxc_i0001
pond5_image_120626498,3:4,keep_full,5,0.0,qwen25_vl,1.0,,3x4_g12x12_smaxc_i0001
pond5_image_120626498,4:3,crop,5,0.0,qwen25_vl,1.0,,4x3_g12x12_steach_cacnet_proj0_i0001
sstk_image_52118122,1:1,crop,5,0.0,qwen25_vl,1.0,,1x1_g12x12_steach_cgs_jit0_15_i0006
sstk_image_52118122,9:16,crop,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smx1_i0003
sstk_image_52118122,16:9,keep_full,5,0.0,qwen25_vl,0.5,,16x9_g12x12_smaxc_i0001
sstk_image_52118122,3:4,keep_full,2,0.0,qwen25_vl,1.0,,3x4_g12x12_smx0_i0002
sstk_image_52118122,4:3,keep_full,5,0.0,qwen25_vl,1.0,,4x3_g12x12_smx1_i0003
sstk_image_2226727825,1:1,keep_full,5,0.0,qwen25_vl,0.5,,1x1_g12x12_smaxc_i0001
sstk_image_2226727825,9:16,keep_full,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smx2_i0003
sstk_image_2226727825,16:9,keep_full,1,0.0,qwen25_vl,0.5,,16x9_g12x12_smy0_i0002
sstk_image_2226727825,3:4,crop,5,0.0,qwen25_vl,0.5169359999999998,,3x4_g12x12_smaxc_i0001
sstk_image_2226727825,4:3,crop,4,0.0,qwen25_vl,0.5,,4x3_g12x12_steach_gaic_jit0_12_i0008
sstk_image_695317549,1:1,crop,5,0.0,qwen25_vl,1.0,,1x1_g12x12_smaxc_i0001
sstk_image_695317549,9:16,crop,5,0.0,qwen25_vl,0.991719,,9x16_g12x12_smaxc_i0001
sstk_image_695317549,16:9,keep_full,5,0.0,qwen25_vl,0.86071,,16x9_g12x12_smaxc_i0001
sstk_image_695317549,3:4,crop,5,0.0,qwen25_vl,1.0,,3x4_g12x12_smaxc_i0001
sstk_image_695317549,4:3,crop,5,0.0,qwen25_vl,1.0,,4x3_g12x12_smaxc_i0001
sstk_image_1576309747,1:1,keep_full,5,0.0,qwen25_vl,0.5077660000000002,,1x1_g12x12_smaxc_i0001
sstk_image_1576309747,9:16,keep_full,5,0.0,qwen25_vl,0.5,,9x16_g12x12_smaxc_i0001
sstk_image_1576309747,16:9,keep_full,5,0.0,qwen25_vl,0.5,,16x9_g12x12_smaxc_i0001
sstk_image_1576309747,3:4,crop,5,0.0,qwen25_vl,1.0,,3x4_g12x12_smaxc_i0001
sstk_image_1576309747,4:3,keep_full,5,0.0,qwen25_vl,0.554467,,4x3_g12x12_smaxc_i0001
sstk_image_2037204581,1:1,keep_full,5,0.0,qwen25_vl,1.0,,1x1_g12x12_smaxc_i0001
sstk_image_2037204581,9:16,keep_full,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smaxc_i0001
sstk_image_2037204581,16:9,keep_full,5,0.0,qwen25_vl,1.0,,16x9_g12x12_smaxc_i0001
sstk_image_2037204581,3:4,keep_full,5,0.0,qwen25_vl,1.0,,3x4_g12x12_smaxc_i0001
sstk_image_2037204581,4:3,keep_full,5,0.0,qwen25_vl,1.0,,4x3_g12x12_smaxc_i0001
sstk_image_780871396,1:1,keep_full,5,0.0,qwen25_vl,0.5095119999999999,,1x1_g12x12_smaxc_i0001
sstk_image_780871396,9:16,keep_full,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smaxc_i0001
sstk_image_780871396,16:9,crop,5,0.0,qwen25_vl,1.0,,16x9_g12x12_smaxc_i0001
sstk_image_780871396,3:4,keep_full,5,0.0,qwen25_vl,0.5404260000000001,,3x4_g12x12_smaxc_i0001
sstk_image_780871396,4:3,keep_full,5,0.0,qwen25_vl,1.0,,4x3_g12x12_smaxc_i0001
sstk_image_2324925683,1:1,keep_full,5,0.0,qwen25_vl,1.0,,1x1_g12x12_smaxc_i0001
sstk_image_2324925683,9:16,keep_full,5,0.0,qwen25_vl,0.5,,9x16_g12x12_smaxc_i0001
sstk_image_2324925683,16:9,keep_full,5,0.0,qwen25_vl,0.5434669999999999,,16x9_g12x12_smaxc_i0001
sstk_image_2324925683,3:4,keep_full,5,0.0,qwen25_vl,1.0,,3x4_g12x12_smaxc_i0001
sstk_image_2324925683,4:3,keep_full,5,0.0,qwen25_vl,0.5,,4x3_g12x12_smaxc_i0001
sstk_image_13861606,1:1,crop,5,0.0,qwen25_vl,1.0,,1x1_g12x12_smaxc_i0001
sstk_image_13861606,9:16,crop,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smaxc_i0001
sstk_image_13861606,16:9,keep_full,5,0.0,qwen25_vl,0.5,,16x9_g12x12_smaxc_i0001
sstk_image_13861606,3:4,crop,5,0.0,qwen25_vl,1.0,,3x4_g12x12_smaxc_i0001
sstk_image_13861606,4:3,crop,5,0.0,qwen25_vl,1.0,,4x3_g12x12_steach_cgs_proj0_i0001
bigstock_image_141430643,1:1,keep_full,5,0.0,qwen25_vl,0.5,,1x1_g12x12_smaxc_i0001
bigstock_image_141430643,9:16,keep_full,5,0.0,qwen25_vl,0.511193,,9x16_g12x12_smaxc_i0001
bigstock_image_141430643,16:9,crop,5,0.0,qwen25_vl,1.0,,16x9_g12x12_smaxc_i0001
bigstock_image_141430643,3:4,keep_full,5,0.0,qwen25_vl,0.5447919999999999,,3x4_g12x12_smaxc_i0001
bigstock_image_141430643,4:3,crop,5,0.0,qwen25_vl,1.0,,4x3_g12x12_smaxc_i0001
sstk_image_2220697817,1:1,crop,5,0.0,qwen25_vl,1.0,,1x1_g12x12_smaxc_i0001
sstk_image_2220697817,9:16,crop,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smaxc_i0001
sstk_image_2220697817,16:9,keep_full,5,0.0,qwen25_vl,0.5,,16x9_g12x12_smaxc_i0001
sstk_image_2220697817,3:4,crop,5,0.0,qwen25_vl,1.0,,3x4_g12x12_smaxc_i0001
sstk_image_2220697817,4:3,keep_full,5,0.0,qwen25_vl,0.5,,4x3_g12x12_smaxc_i0001
pond5_image_235098294,1:1,crop,5,0.0,qwen25_vl,0.510408,,1x1_g12x12_smaxc_i0001
pond5_image_235098294,9:16,crop,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smaxc_i0001
pond5_image_235098294,16:9,keep_full,5,0.0,qwen25_vl,0.5372540000000001,,16x9_g12x12_smaxc_i0001
pond5_image_235098294,3:4,keep_full,5,0.0,qwen25_vl,0.5,,3x4_g12x12_smaxc_i0001
pond5_image_235098294,4:3,keep_full,5,0.0,qwen25_vl,0.5214619999999999,,4x3_g12x12_smaxc_i0001
sstk_image_1015257178,1:1,crop,5,0.0,qwen25_vl,1.0,,1x1_g12x12_smaxc_i0001
sstk_image_1015257178,9:16,keep_full,5,0.0,qwen25_vl,0.5,,9x16_g12x12_smaxc_i0001
sstk_image_1015257178,16:9,crop,5,0.0,qwen25_vl,0.5,,16x9_g12x12_smaxc_i0001
sstk_image_1015257178,3:4,keep_full,5,0.0,qwen25_vl,1.0,,3x4_g12x12_smaxc_i0001
sstk_image_1015257178,4:3,crop,5,0.0,qwen25_vl,0.5,,4x3_g12x12_smaxc_i0001
sstk_image_544799479,1:1,crop,5,0.0,qwen25_vl,1.0,,1x1_g12x12_smaxc_i0001
sstk_image_544799479,9:16,crop,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smaxc_i0001
sstk_image_544799479,16:9,keep_full,5,0.0,qwen25_vl,1.0,,16x9_g12x12_smaxc_i0001
sstk_image_544799479,3:4,crop,5,0.0,qwen25_vl,1.0,,3x4_g12x12_smaxc_i0001
sstk_image_544799479,4:3,keep_full,5,0.0,qwen25_vl,0.5467970000000002,,4x3_g12x12_smaxc_i0001
sstk_image_2074043969,1:1,crop,5,0.0,qwen25_vl,1.0,,1x1_g12x12_smaxc_i0001
sstk_image_2074043969,9:16,crop,5,0.0,qwen25_vl,0.9303349999999999,,9x16_g12x12_smaxc_i0001
sstk_image_2074043969,16:9,crop,5,0.0,qwen25_vl,1.0,,16x9_g12x12_smaxc_i0001
sstk_image_2074043969,3:4,crop,5,0.0,qwen25_vl,1.0,,3x4_g12x12_smaxc_i0001
sstk_image_2074043969,4:3,crop,5,0.0,qwen25_vl,1.0,,4x3_g12x12_smaxc_i0001
sstk_image_499637044,1:1,keep_full,5,0.0,qwen25_vl,1.0,,1x1_g12x12_smaxc_i0001
sstk_image_499637044,9:16,keep_full,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smaxc_i0001
sstk_image_499637044,16:9,crop,5,0.0,qwen25_vl,0.8517009999999998,,16x9_g12x12_smaxc_i0001
sstk_image_499637044,3:4,keep_full,5,0.0,qwen25_vl,1.0,,3x4_g12x12_smaxc_i0001
sstk_image_499637044,4:3,keep_full,5,0.0,qwen25_vl,1.0,,4x3_g12x12_smaxc_i0001
pond5_image_159793518,1:1,crop,5,0.0,qwen25_vl,0.5,,1x1_g12x12_smaxc_i0001
pond5_image_159793518,9:16,crop,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smaxc_i0001
pond5_image_159793518,16:9,keep_full,5,0.0,qwen25_vl,0.5,,16x9_g12x12_smaxc_i0001
pond5_image_159793518,3:4,crop,5,0.0,qwen25_vl,1.0,,3x4_g12x12_smaxc_i0001
pond5_image_159793518,4:3,keep_full,5,0.0,qwen25_vl,0.5,,4x3_g12x12_smaxc_i0001
sstk_image_1432622789,1:1,keep_full,5,0.0,qwen25_vl,0.5217079999999998,,1x1_g12x12_smaxc_i0001
sstk_image_1432622789,9:16,keep_full,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smx1_i0003
sstk_image_1432622789,16:9,keep_full,5,0.0,qwen25_vl,0.5,,16x9_g12x12_smaxc_i0001
sstk_image_1432622789,3:4,keep_full,5,0.0,qwen25_vl,0.5304389999999999,,3x4_g12x12_smaxc_i0001
sstk_image_1432622789,4:3,keep_full,5,0.0,qwen25_vl,0.5154830000000001,,4x3_g12x12_smaxc_i0001
sstk_image_56902966,1:1,crop,5,0.0,qwen25_vl,1.0,,1x1_g12x12_smaxc_i0001
sstk_image_56902966,9:16,crop,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smaxc_i0001
sstk_image_56902966,16:9,keep_full,5,0.0,qwen25_vl,0.522294,,16x9_g12x12_smaxc_i0001
sstk_image_56902966,3:4,crop,5,0.0,qwen25_vl,1.0,,3x4_g12x12_smaxc_i0001
sstk_image_56902966,4:3,keep_full,5,0.0,qwen25_vl,0.5509599999999999,,4x3_g12x12_smaxc_i0001
sstk_image_1932230714,1:1,crop,5,0.0,qwen25_vl,0.5,,1x1_g12x12_steach_cacnet_proj0_i0001
sstk_image_1932230714,9:16,keep_full,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smaxc_i0001
sstk_image_1932230714,16:9,keep_full,5,0.0,qwen25_vl,1.0,,16x9_g12x12_smaxc_i0001
sstk_image_1932230714,3:4,keep_full,5,0.0,qwen25_vl,1.0,,3x4_g12x12_smaxc_i0001
sstk_image_1932230714,4:3,keep_full,5,0.0,qwen25_vl,0.9616350000000002,,4x3_g12x12_smaxc_i0001
sstk_image_1141204904,1:1,crop,5,0.0,qwen25_vl,1.0,,1x1_g12x12_smaxc_i0001
sstk_image_1141204904,9:16,keep_full,5,0.0,qwen25_vl,0.5,,9x16_g12x12_smaxc_i0001
sstk_image_1141204904,16:9,keep_full,5,0.0,qwen25_vl,0.546027,,16x9_g12x12_smaxc_i0001
sstk_image_1141204904,3:4,crop,5,0.0,qwen25_vl,1.0,,3x4_g12x12_smaxc_i0001
sstk_image_1141204904,4:3,keep_full,5,0.0,qwen25_vl,0.5,,4x3_g12x12_smaxc_i0001
sstk_image_1358597198,1:1,keep_full,5,0.0,qwen25_vl,0.5,,1x1_g12x12_smaxc_i0001
sstk_image_1358597198,9:16,crop,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smaxc_i0001
sstk_image_1358597198,16:9,keep_full,5,0.0,qwen25_vl,0.5121009999999999,,16x9_g12x12_smaxc_i0001
sstk_image_1358597198,3:4,keep_full,5,0.0,qwen25_vl,1.0,,3x4_g12x12_smaxc_i0001
sstk_image_1358597198,4:3,keep_full,5,0.0,qwen25_vl,0.5350160000000002,,4x3_g12x12_smaxc_i0001
sstk_image_154906778,1:1,keep_full,5,0.0,qwen25_vl,0.507797,,1x1_g12x12_smaxc_i0001
sstk_image_154906778,9:16,crop,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smaxc_i0001
sstk_image_154906778,16:9,keep_full,5,0.0,qwen25_vl,0.5265819999999999,,16x9_g12x12_smaxc_i0001
sstk_image_154906778,3:4,keep_full,5,0.0,qwen25_vl,0.5,,3x4_g12x12_smaxc_i0001
sstk_image_154906778,4:3,keep_full,5,0.0,qwen25_vl,0.5078860000000001,,4x3_g12x12_smaxc_i0001
sstk_image_1806427690,1:1,crop,5,0.0,qwen25_vl,1.0,,1x1_g12x12_smaxc_i0001
sstk_image_1806427690,9:16,crop,5,0.0,qwen25_vl,0.5,,9x16_g12x12_smaxc_i0001
sstk_image_1806427690,16:9,crop,5,0.0,qwen25_vl,1.0,,16x9_g12x12_steach_cgs_proj0_i0001
sstk_image_1806427690,3:4,crop,5,0.0,qwen25_vl,0.5,,3x4_g12x12_smaxc_i0001
sstk_image_1806427690,4:3,crop,5,0.0,qwen25_vl,1.0,,4x3_g12x12_smaxc_i0001
pond5_image_85044509,1:1,keep_full,5,0.0,qwen25_vl,1.0,,1x1_g12x12_smaxc_i0001
pond5_image_85044509,9:16,keep_full,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smaxc_i0001
pond5_image_85044509,16:9,keep_full,5,0.0,qwen25_vl,1.0,,16x9_g12x12_smaxc_i0001
pond5_image_85044509,3:4,keep_full,5,0.0,qwen25_vl,1.0,,3x4_g12x12_smaxc_i0001
pond5_image_85044509,4:3,keep_full,5,0.0,qwen25_vl,1.0,,4x3_g12x12_smaxc_i0001
sstk_image_1836304996,1:1,keep_full,3,0.0,qwen25_vl,0.5,,1x1_g12x12_smaxc_i0001
sstk_image_1836304996,9:16,keep_full,5,0.0,qwen25_vl,0.549261,,9x16_g12x12_smaxc_i0001
sstk_image_1836304996,16:9,crop,5,0.0,qwen25_vl,1.0,,16x9_g12x12_s1_i0052
