source_image_id,image_route_name_no_placement,image_v16_summary_mode_aux,image_flat_route_class_aux,image_route_family_v2,image_person_shot_type,image_context_intent,image_routing_confidence,positive_total,ar_mode_group_count,shown_crop_count,review_image,source_image,mode_counts_json,target_ar_counts_json,routing_v2_counts_json,flat_route_counts_json
sstk_image_672913279,person_group,person_group,person_group|na|center|balanced|feasible,person_group,,balanced,0.99,22,22,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_672913279.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_672913279.jpg,"{""person_group_center"": 5, ""person_group_rot"": 4, ""person_single_full_body_center"": 4, ""person_single_full_body_rot"": 4, ""scene_center"": 5}","{""1:1"": 5, ""3:4"": 5, ""4:3"": 2, ""9:16"": 5, ""FREE"": 5}","{""person_group/na/center/balanced/feasible"": 5, ""person_group/na/rot/balanced/feasible"": 4, ""person_single/full_body/center/balanced/feasible"": 4, ""person_single/full_body/rot/balanced/feasible"": 4, ""scene/na/center/balanced/feasible"": 5}","{""person_group|na|center|balanced|feasible"": 5, ""person_group|na|rot|balanced|feasible"": 4, ""person_single|full_body|center|balanced|feasible"": 4, ""person_single|full_body|rot|balanced|feasible"": 4, ""scene|na|center|balanced|feasible"": 5}"
pond5_image_156415111,person_group,person_group,person_group|na|center|balanced|feasible,person_group,,balanced,0.99,17,17,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_pond5_image_156415111.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/pond5_image_156415111.jpg,"{""person_group_center"": 3, ""person_group_rot"": 4, ""person_single_full_body_center"": 3, ""person_single_full_body_rot"": 4, ""scene_center"": 3}","{""1:1"": 3, ""3:4"": 5, ""9:16"": 4, ""FREE"": 5}","{""person_group/na/center/balanced/feasible"": 3, ""person_group/na/rot/balanced/feasible"": 4, ""person_single/full_body/center/balanced/feasible"": 3, ""person_single/full_body/rot/balanced/feasible"": 4, ""scene/na/center/balanced/feasible"": 3}","{""person_group|na|center|balanced|feasible"": 3, ""person_group|na|rot|balanced|feasible"": 4, ""person_single|full_body|center|balanced|feasible"": 3, ""person_single|full_body|rot|balanced|feasible"": 4, ""scene|na|center|balanced|feasible"": 3}"
sstk_image_712835611,person_group,person_group,person_group|na|center|balanced|feasible,person_group,,balanced,0.99,30,23,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_712835611.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_712835611.jpg,"{""person_group_center"": 4, ""person_group_rot"": 4, ""person_single_face_headshot_center"": 10, ""person_single_full_body_center"": 5, ""person_single_full_body_rot"": 7}","{""16:9"": 1, ""1:1"": 7, ""3:4"": 7, ""4:3"": 2, ""9:16"": 6, ""FREE"": 7}","{""person_group/na/center/balanced/feasible"": 4, ""person_group/na/rot/balanced/feasible"": 4, ""person_single/face_headshot/center/tight_subject/feasible"": 10, ""person_single/full_body/center/balanced/feasible"": 5, ""person_single/full_body/rot/balanced/feasible"": 7}","{""person_group|na|center|balanced|feasible"": 4, ""person_group|na|rot|balanced|feasible"": 4, ""person_single|face_headshot|center|tight_subject|feasible"": 10, ""person_single|full_body|center|balanced|feasible"": 5, ""person_single|full_body|rot|balanced|feasible"": 7}"
sstk_image_1260664786,person_single_full_body,person_single_full_body,person_single|full_body|center|environmental|feasible,person_single,full_body,environmental,0.99,12,12,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_1260664786.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_1260664786.jpg,"{""person_group_center"": 4, ""person_group_rot"": 3, ""person_single_full_body_center"": 2, ""person_single_full_body_rot"": 2, ""scene_center"": 1}","{""1:1"": 1, ""3:4"": 3, ""9:16"": 3, ""FREE"": 5}","{""person_group/na/center/balanced/feasible"": 4, ""person_group/na/rot/balanced/feasible"": 3, ""person_single/full_body/center/balanced/feasible"": 2, ""person_single/full_body/rot/balanced/feasible"": 2, ""scene/na/center/balanced/feasible"": 1}","{""person_group|na|center|balanced|feasible"": 4, ""person_group|na|rot|balanced|feasible"": 3, ""person_single|full_body|center|balanced|feasible"": 2, ""person_single|full_body|rot|balanced|feasible"": 2, ""scene|na|center|balanced|feasible"": 1}"
sstk_image_696709084,person_single_upper_half_body,person_single_upper_half_body,person_single|upper_half_body|center|balanced|feasible,person_single,upper_half_body,balanced,0.95,17,13,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_696709084.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_696709084.jpg,"{""person_group_center"": 2, ""person_group_rot"": 3, ""person_single_face_headshot_center"": 9, ""scene_center"": 3}","{""1:1"": 2, ""3:4"": 4, ""4:3"": 2, ""9:16"": 4, ""FREE"": 5}","{""person_group/na/center/balanced/feasible"": 2, ""person_group/na/rot/balanced/feasible"": 3, ""person_single/face_headshot/center/tight_subject/feasible"": 9, ""scene/na/center/balanced/feasible"": 3}","{""person_group|na|center|balanced|feasible"": 2, ""person_group|na|rot|balanced|feasible"": 3, ""person_single|face_headshot|center|tight_subject|feasible"": 9, ""scene|na|center|balanced|feasible"": 3}"
sstk_image_2145892755,person_single_upper_half_body,person_single_upper_half_body,person_single|upper_half_body|center|balanced|feasible,person_single,upper_half_body,balanced,0.95,9,9,9,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_2145892755.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_2145892755.jpg,"{""person_single_face_headshot_center"": 6, ""scene_center"": 3}","{""16:9"": 1, ""1:1"": 2, ""3:4"": 1, ""4:3"": 2, ""9:16"": 1, ""FREE"": 2}","{""person_single/face_headshot/center/tight_subject/feasible"": 6, ""scene/na/center/balanced/feasible"": 3}","{""person_single|face_headshot|center|tight_subject|feasible"": 6, ""scene|na|center|balanced|feasible"": 3}"
sstk_image_758931226,person_single_upper_half_body,person_single_upper_half_body,person_single|upper_half_body|center|balanced|feasible,person_single,upper_half_body,balanced,0.95,5,5,5,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_758931226.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_758931226.jpg,"{""person_single_face_headshot_center"": 4, ""scene_center"": 1}","{""1:1"": 1, ""3:4"": 1, ""4:3"": 1, ""9:16"": 1, ""FREE"": 1}","{""person_single/face_headshot/center/tight_subject/feasible"": 4, ""scene/na/center/balanced/feasible"": 1}","{""person_single|face_headshot|center|tight_subject|feasible"": 4, ""scene|na|center|balanced|feasible"": 1}"
bigstock_image_214823983,person_group,person_group,person_group|na|center|balanced|feasible,person_group,,balanced,0.99,28,17,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_bigstock_image_214823983.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/bigstock_image_214823983.jpg,"{""person_group_center"": 2, ""person_group_rot"": 3, ""person_single_face_headshot_center"": 17, ""person_single_full_body_rot"": 3, ""scene_center"": 3}","{""16:9"": 5, ""1:1"": 4, ""3:4"": 4, ""4:3"": 6, ""9:16"": 3, ""FREE"": 6}","{""person_group/na/center/balanced/feasible"": 2, ""person_group/na/rot/balanced/feasible"": 3, ""person_single/face_headshot/center/tight_subject/feasible"": 17, ""person_single/full_body/rot/balanced/feasible"": 3, ""scene/na/center/balanced/feasible"": 3}","{""person_group|na|center|balanced|feasible"": 2, ""person_group|na|rot|balanced|feasible"": 3, ""person_single|face_headshot|center|tight_subject|feasible"": 17, ""person_single|full_body|rot|balanced|feasible"": 3, ""scene|na|center|balanced|feasible"": 3}"
sstk_image_592019399,person_single_upper_half_body,person_single_upper_half_body,person_single|upper_half_body|center|balanced|feasible,person_single,upper_half_body,balanced,0.95,4,4,4,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_592019399.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_592019399.jpg,"{""person_single_face_headshot_center"": 3, ""scene_center"": 1}","{""1:1"": 1, ""3:4"": 1, ""4:3"": 1, ""9:16"": 1}","{""person_single/face_headshot/center/tight_subject/feasible"": 3, ""scene/na/center/balanced/feasible"": 1}","{""person_single|face_headshot|center|tight_subject|feasible"": 3, ""scene|na|center|balanced|feasible"": 1}"
pond5_image_68953712,person_single_upper_half_body,person_single_upper_half_body,person_single|upper_half_body|center|balanced|feasible,person_single,upper_half_body,balanced,0.95,23,19,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_pond5_image_68953712.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/pond5_image_68953712.jpg,"{""person_group_center"": 3, ""person_group_rot"": 3, ""person_single_face_headshot_center"": 10, ""person_single_upper_half_body_center"": 2, ""person_single_upper_half_body_rot"": 1, ""scene_center"": 4}","{""16:9"": 3, ""1:1"": 5, ""3:4"": 2, ""4:3"": 7, ""9:16"": 1, ""FREE"": 5}","{""person_group/na/center/balanced/feasible"": 3, ""person_group/na/rot/balanced/feasible"": 3, ""person_single/face_headshot/center/tight_subject/feasible"": 10, ""person_single/upper_half_body/center/balanced/feasible"": 2, ""person_single/upper_half_body/rot/balanced/feasible"": 1, ""scene/na/center/balanced/feasible"": 4}","{""person_group|na|center|balanced|feasible"": 3, ""person_group|na|rot|balanced|feasible"": 3, ""person_single|face_headshot|center|tight_subject|feasible"": 10, ""person_single|upper_half_body|center|balanced|feasible"": 2, ""person_single|upper_half_body|rot|balanced|feasible"": 1, ""scene|na|center|balanced|feasible"": 4}"
pond5_image_87734153,person_group,person_group,person_group|na|center|balanced|feasible,person_group,,balanced,0.99,14,12,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_pond5_image_87734153.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/pond5_image_87734153.jpg,"{""person_group_center"": 3, ""person_single_face_headshot_center"": 3, ""person_single_full_body_center"": 2, ""person_single_full_body_rot"": 4, ""scene_center"": 2}","{""16:9"": 2, ""1:1"": 2, ""3:4"": 2, ""4:3"": 1, ""9:16"": 5, ""FREE"": 2}","{""person_group/na/center/balanced/feasible"": 3, ""person_single/face_headshot/center/tight_subject/feasible"": 3, ""person_single/full_body/center/balanced/feasible"": 2, ""person_single/full_body/rot/balanced/feasible"": 4, ""scene/na/center/balanced/feasible"": 2}","{""person_group|na|center|balanced|feasible"": 3, ""person_single|face_headshot|center|tight_subject|feasible"": 3, ""person_single|full_body|center|balanced|feasible"": 2, ""person_single|full_body|rot|balanced|feasible"": 4, ""scene|na|center|balanced|feasible"": 2}"
bigstock_image_184240093,person_single_full_body,person_single_full_body,person_single|full_body|center|environmental|feasible,person_single,full_body,environmental,0.99,20,20,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_bigstock_image_184240093.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/bigstock_image_184240093.jpg,"{""person_single_face_headshot_center"": 2, ""person_single_full_body_center"": 6, ""person_single_full_body_rot"": 6, ""scene_center"": 6}","{""16:9"": 3, ""1:1"": 4, ""3:4"": 4, ""4:3"": 3, ""9:16"": 3, ""FREE"": 3}","{""person_single/face_headshot/center/tight_subject/feasible"": 2, ""person_single/full_body/center/balanced/feasible"": 6, ""person_single/full_body/rot/balanced/feasible"": 6, ""scene/na/center/balanced/feasible"": 6}","{""person_single|face_headshot|center|tight_subject|feasible"": 2, ""person_single|full_body|center|balanced|feasible"": 6, ""person_single|full_body|rot|balanced|feasible"": 6, ""scene|na|center|balanced|feasible"": 6}"
sstk_image_1014045037,person_single_full_body,person_single_full_body,person_single|full_body|center|environmental|feasible,person_single,full_body,environmental,0.99,16,16,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_1014045037.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_1014045037.jpg,"{""person_single_face_headshot_center"": 3, ""person_single_full_body_center"": 3, ""person_single_full_body_rot"": 4, ""scene_center"": 6}","{""16:9"": 1, ""1:1"": 3, ""3:4"": 4, ""4:3"": 1, ""9:16"": 3, ""FREE"": 4}","{""person_single/face_headshot/center/tight_subject/feasible"": 3, ""person_single/full_body/center/balanced/feasible"": 3, ""person_single/full_body/rot/balanced/feasible"": 4, ""scene/na/center/balanced/feasible"": 6}","{""person_single|face_headshot|center|tight_subject|feasible"": 3, ""person_single|full_body|center|balanced|feasible"": 3, ""person_single|full_body|rot|balanced|feasible"": 4, ""scene|na|center|balanced|feasible"": 6}"
bigstock_image_303160969,scene,scene,scene|na|center|balanced|feasible,scene,,balanced,0.6,5,5,5,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_bigstock_image_303160969.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/bigstock_image_303160969.jpg,"{""person_single_face_headshot_center"": 3, ""person_single_full_body_center"": 1, ""person_single_full_body_rot"": 1}","{""1:1"": 1, ""3:4"": 1, ""9:16"": 2, ""FREE"": 1}","{""person_single/face_headshot/center/tight_subject/feasible"": 3, ""person_single/full_body/center/balanced/feasible"": 1, ""person_single/full_body/rot/balanced/feasible"": 1}","{""person_single|face_headshot|center|tight_subject|feasible"": 3, ""person_single|full_body|center|balanced|feasible"": 1, ""person_single|full_body|rot|balanced|feasible"": 1}"
sstk_image_559535617,scene,scene,scene|na|center|balanced|feasible,scene,,balanced,0.6,6,6,6,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_559535617.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_559535617.jpg,"{""person_single_face_headshot_center"": 3, ""person_single_full_body_center"": 2, ""scene_center"": 1}","{""1:1"": 1, ""3:4"": 1, ""9:16"": 1, ""FREE"": 3}","{""person_single/face_headshot/center/tight_subject/feasible"": 3, ""person_single/full_body/center/balanced/feasible"": 2, ""scene/na/center/balanced/feasible"": 1}","{""person_single|face_headshot|center|tight_subject|feasible"": 3, ""person_single|full_body|center|balanced|feasible"": 2, ""scene|na|center|balanced|feasible"": 1}"
sstk_image_1244264692,person_single_full_body,person_single_full_body,person_single|full_body|center|balanced|feasible,person_single,full_body,balanced,0.99,13,13,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_1244264692.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_1244264692.jpg,"{""person_single_face_headshot_center"": 3, ""person_single_full_body_center"": 1, ""person_single_full_body_rot"": 3, ""scene_center"": 6}","{""16:9"": 1, ""1:1"": 3, ""3:4"": 3, ""4:3"": 1, ""9:16"": 4, ""FREE"": 1}","{""person_single/face_headshot/center/tight_subject/feasible"": 3, ""person_single/full_body/center/balanced/feasible"": 1, ""person_single/full_body/rot/balanced/feasible"": 3, ""scene/na/center/balanced/feasible"": 6}","{""person_single|face_headshot|center|tight_subject|feasible"": 3, ""person_single|full_body|center|balanced|feasible"": 1, ""person_single|full_body|rot|balanced|feasible"": 3, ""scene|na|center|balanced|feasible"": 6}"
sstk_image_642561145,person_single_full_body,person_single_full_body,person_single|full_body|center|balanced|feasible,person_single,full_body,balanced,0.99,15,15,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_642561145.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_642561145.jpg,"{""person_single_face_headshot_center"": 3, ""person_single_full_body_center"": 5, ""person_single_full_body_rot"": 6, ""scene_center"": 1}","{""16:9"": 2, ""1:1"": 3, ""3:4"": 3, ""4:3"": 2, ""9:16"": 3, ""FREE"": 2}","{""person_single/face_headshot/center/tight_subject/feasible"": 3, ""person_single/full_body/center/balanced/feasible"": 5, ""person_single/full_body/rot/balanced/feasible"": 6, ""scene/na/center/balanced/feasible"": 1}","{""person_single|face_headshot|center|tight_subject|feasible"": 3, ""person_single|full_body|center|balanced|feasible"": 5, ""person_single|full_body|rot|balanced|feasible"": 6, ""scene|na|center|balanced|feasible"": 1}"
pond5_image_194908560,person_single_full_body,person_single_full_body,person_single|full_body|center|environmental|feasible,person_single,full_body,environmental,0.99,13,13,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_pond5_image_194908560.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/pond5_image_194908560.jpg,"{""person_single_face_headshot_center"": 2, ""person_single_full_body_center"": 4, ""person_single_full_body_rot"": 5, ""scene_center"": 2}","{""16:9"": 1, ""1:1"": 3, ""3:4"": 3, ""4:3"": 1, ""9:16"": 2, ""FREE"": 3}","{""person_single/face_headshot/center/tight_subject/feasible"": 2, ""person_single/full_body/center/balanced/feasible"": 4, ""person_single/full_body/rot/balanced/feasible"": 5, ""scene/na/center/balanced/feasible"": 2}","{""person_single|face_headshot|center|tight_subject|feasible"": 2, ""person_single|full_body|center|balanced|feasible"": 4, ""person_single|full_body|rot|balanced|feasible"": 5, ""scene|na|center|balanced|feasible"": 2}"
sstk_image_1155544192,scene,scene,scene|na|center|balanced|feasible,scene,,balanced,0.65,13,13,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_1155544192.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_1155544192.jpg,"{""person_single_face_headshot_center"": 4, ""person_single_full_body_center"": 5, ""person_single_full_body_rot"": 4}","{""1:1"": 3, ""3:4"": 3, ""4:3"": 1, ""9:16"": 3, ""FREE"": 3}","{""person_single/face_headshot/center/tight_subject/feasible"": 4, ""person_single/full_body/center/balanced/feasible"": 5, ""person_single/full_body/rot/balanced/feasible"": 4}","{""person_single|face_headshot|center|tight_subject|feasible"": 4, ""person_single|full_body|center|balanced|feasible"": 5, ""person_single|full_body|rot|balanced|feasible"": 4}"
bigstock_image_215961286,person_single_full_body,person_single_full_body,person_single|full_body|center|environmental|feasible,person_single,full_body,environmental,0.99,19,19,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_bigstock_image_215961286.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/bigstock_image_215961286.jpg,"{""person_single_face_headshot_center"": 2, ""person_single_full_body_center"": 5, ""person_single_full_body_rot"": 6, ""scene_center"": 6}","{""16:9"": 2, ""1:1"": 4, ""3:4"": 4, ""4:3"": 3, ""9:16"": 3, ""FREE"": 3}","{""person_single/face_headshot/center/tight_subject/feasible"": 2, ""person_single/full_body/center/balanced/feasible"": 5, ""person_single/full_body/rot/balanced/feasible"": 6, ""scene/na/center/balanced/feasible"": 6}","{""person_single|face_headshot|center|tight_subject|feasible"": 2, ""person_single|full_body|center|balanced|feasible"": 5, ""person_single|full_body|rot|balanced|feasible"": 6, ""scene|na|center|balanced|feasible"": 6}"
pond5_image_86336860,person_single_face_headshot,person_single_face_headshot,person_single|face_headshot|center|tight_subject|feasible,person_single,face_headshot,tight_subject,0.95,6,6,6,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_pond5_image_86336860.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/pond5_image_86336860.jpg,"{""person_single_face_headshot_center"": 3, ""person_single_upper_half_body_center"": 2, ""person_single_upper_half_body_rot"": 1}","{""1:1"": 1, ""3:4"": 1, ""9:16"": 2, ""FREE"": 2}","{""person_single/face_headshot/center/tight_subject/feasible"": 3, ""person_single/upper_half_body/center/balanced/feasible"": 2, ""person_single/upper_half_body/rot/balanced/feasible"": 1}","{""person_single|face_headshot|center|tight_subject|feasible"": 3, ""person_single|upper_half_body|center|balanced|feasible"": 2, ""person_single|upper_half_body|rot|balanced|feasible"": 1}"
sstk_image_1319247890,person_group,person_group,person_group|na|center|balanced|feasible,person_group,,balanced,0.99,20,13,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_1319247890.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_1319247890.jpg,"{""person_group_center"": 2, ""person_single_face_headshot_center"": 7, ""person_single_full_body_center"": 1, ""person_single_upper_half_body_center"": 6, ""person_single_upper_half_body_rot"": 2, ""scene_center"": 2}","{""1:1"": 5, ""3:4"": 8, ""4:3"": 2, ""9:16"": 2, ""FREE"": 3}","{""person_group/na/center/balanced/feasible"": 2, ""person_single/face_headshot/center/tight_subject/feasible"": 7, ""person_single/full_body/center/balanced/feasible"": 1, ""person_single/upper_half_body/center/balanced/feasible"": 6, ""person_single/upper_half_body/rot/balanced/feasible"": 2, ""scene/na/center/balanced/feasible"": 2}","{""person_group|na|center|balanced|feasible"": 2, ""person_single|face_headshot|center|tight_subject|feasible"": 7, ""person_single|full_body|center|balanced|feasible"": 1, ""person_single|upper_half_body|center|balanced|feasible"": 6, ""person_single|upper_half_body|rot|balanced|feasible"": 2, ""scene|na|center|balanced|feasible"": 2}"
pond5_image_182600089,person_single_upper_half_body,person_single_upper_half_body,person_single|upper_half_body|center|environmental|feasible,person_single,upper_half_body,environmental,0.99,20,20,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_pond5_image_182600089.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/pond5_image_182600089.jpg,"{""person_single_face_headshot_center"": 6, ""person_single_upper_half_body_center"": 6, ""person_single_upper_half_body_rot"": 6, ""scene_center"": 2}","{""16:9"": 3, ""1:1"": 3, ""3:4"": 3, ""4:3"": 4, ""9:16"": 3, ""FREE"": 4}","{""person_single/face_headshot/center/tight_subject/feasible"": 6, ""person_single/upper_half_body/center/balanced/feasible"": 6, ""person_single/upper_half_body/rot/balanced/feasible"": 6, ""scene/na/center/balanced/feasible"": 2}","{""person_single|face_headshot|center|tight_subject|feasible"": 6, ""person_single|upper_half_body|center|balanced|feasible"": 6, ""person_single|upper_half_body|rot|balanced|feasible"": 6, ""scene|na|center|balanced|feasible"": 2}"
sstk_image_627671798,person_single_face_headshot,person_single_face_headshot,person_single|face_headshot|center|tight_subject|feasible,person_single,face_headshot,tight_subject,0.95,9,9,9,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_627671798.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_627671798.jpg,"{""person_single_face_headshot_center"": 3, ""person_single_upper_half_body_center"": 3, ""person_single_upper_half_body_rot"": 3}","{""1:1"": 1, ""3:4"": 3, ""9:16"": 2, ""FREE"": 3}","{""person_single/face_headshot/center/tight_subject/feasible"": 3, ""person_single/upper_half_body/center/balanced/feasible"": 3, ""person_single/upper_half_body/rot/balanced/feasible"": 3}","{""person_single|face_headshot|center|tight_subject|feasible"": 3, ""person_single|upper_half_body|center|balanced|feasible"": 3, ""person_single|upper_half_body|rot|balanced|feasible"": 3}"
